txtFieldNote,intControl,txtPDFExists,txtFileNo,txtType
2-120,1028516,Y,SC 000010:23,E
2-121,1028460,Y,SC 000009:32,E
2-123,1028113,Y,SC 000003:26,E
2-126,1028660,Y,SC 000012:42,E
2-128,1028709,Y,SC 000013:34,E
2-130,1028617,Y,SC 000011:61,E
2-132,1028248,Y,SC 000005:49,E
2-133,1028133,Y,SC 000003:46,E
2-134,1028157,Y,SC 000004:12,E
2-135,1027952,Y,SC 000001:6,E
2-137,1027953,Y,SC 000001:7,E
2-138.5,1028248,Y,SC 000005:49,E
2-140,1027963,Y,SC 000001:17,E
2-140.5,1027963,Y,SC 000001:17,E
2-143,1027987,Y,SC 000001:41,E
2-156,1027978,Y,SC 000001:32,E
2-159,1028279,Y,SC 000006:25,E
2-159.5,1028938,Y,SC 000018:35,E
2-161,1028657,Y,SC 000012:39,E
2-162,1028267,Y,SC 000006:13,E
2-162,1028272,Y,SC 000006:18,E
2-162,1028372,Y,SC 000008:8,E
2-164,1028632,Y,SC 000012:14,E
2-164,1028666,Y,SC 000012:48,E
2-165,1028473,Y,SC 000009:45,E
2-166,1028685,Y,SC 000013:10,E
2-167,1028946,Y,SC 000018:43,E
2-168,1028637,Y,SC 000012:19,E
2-169,1028637,Y,SC 000012:19,E
2-170,1028677,Y,SC 000013:2,E
2-170.5,1028644,Y,SC 000012:26,E
2-172,1028649,Y,SC 000012:31,E
2-173,1028681,Y,SC 000013:6,E
2-173,1028963,Y,SC 000018:60,E
2-176,1028681,Y,SC 000013:6,E
2-182,1027947,Y,SC 000001:1,E
2-182.5,1028199,Y,SC 000004:54,E
2-183,1028199,Y,SC 000004:54,E
2-183.5,1028261,Y,SC 000006:7,E
2-185,1027961,Y,SC 000001:15,E
2-186,1027960,Y,SC 000001:14,E
2-187,1027949,Y,SC 000001:3,E
2-189,1028125,Y,SC 000003:38,E
2-190,1027970,Y,SC 000001:24,E
2-193,1027958,Y,SC 000001:12,E
2-194,1027959,Y,SC 000001:13,E
2-Feb,1028899,Y,SC 000017:39,E
2-209,1028651,Y,SC 000012:33,E
2-210,1029075,Y,SC 000021:20,E
2-211,1029077,Y,SC 000021:22,E
2-213,1029126,Y,SC 000021:71,E
2-214,1028653,Y,SC 000012:35,E
2-216,1029151,Y,SC 000022:17,E
2-219,1028958,Y,SC 000018:55,E
2-220,1028703,Y,SC 000013:28,E
2-222,1028366,Y,SC 000008:2,E
2-234,1034807,Y,SC 000134:5,E
4-Feb,1028899,Y,SC 000017:39,E
Feb-52,1034807,Y,SC 000134:5,E
Feb-88,1028127,Y,SC 000003:40,E
Feb-89,1028009,Y,SC 000001:63,E
Feb-90,1027985,Y,SC 000001:39,E
Feb-92,1028017,Y,SC 000001:71,E
Feb-92,1028021,Y,SC 000002:4,E
Feb-93,1028068,Y,SC 000002:51,E
2-93.5,1028123,Y,SC 000003:36,E
Feb-94,1028097,Y,SC 000003:10,E
Feb-94,1029138,Y,SC 000022:4,E
Feb-95,1028180,Y,SC 000004:35,E
Feb-96,1028006,Y,SC 000001:60,E
Feb-97,1027964,Y,SC 000001:18,E
Feb-99,1028006,Y,SC 000001:60,E
29-1-1,1029522,Y,SC 000029:1,C
29-2-1,1029523,Y,SC 000029:2,C
29-3-13,1077918,Y,SC 000029:3,C
29-3-17,1076208,Y,SC 000029:3,C
29-3-21,1076209,Y,SC 000029:3,C
29-3-23,1076210,Y,SC 000029:3,C
29-4-1,1077919,Y,SC 000029:4,C
29-4-23,1076213,Y,SC 000029:4,C
29-4-27,1076214,Y,SC 000029:4,C
29-4-3,1076211,Y,SC 000029:4,C
29-4-31,1076215,Y,SC 000029:4,C
29-4-5,1076212,Y,SC 000029:4,C
29-5-1,1029526,Y,SC 000029:5,C
29-6,1077921,Y,SC 000029:6,C
29-8,1077922,Y,SC 000029:8,C
15-Mar,1029106,Y,SC 000021:51,E
2-Mar,1029065,Y,SC 000021:10,E
26-Mar,1029114,Y,SC 000021:59,E
27-Mar,1028989,Y,SC 000019:23,E
Mar-32,1029004,Y,SC 000019:38,E
Mar-33,1029098,Y,SC 000021:43,E
Mar-34,1029099,Y,SC 000021:44,E
Mar-35,1029109,Y,SC 000021:54,E
Mar-36,1029073,Y,SC 000021:18,E
4-Mar,1029070,Y,SC 000021:15,E
Mar-41,1028988,Y,SC 000019:22,E
Mar-44,1029112,Y,SC 000021:57,E
Mar-45,1029113,Y,SC 000021:58,E
Mar-46,1029104,Y,SC 000021:49,E
Mar-47,1029105,Y,SC 000021:50,E
Mar-49,1029118,Y,SC 000021:63,E
Mar-50,1029084,Y,SC 000021:29,E
Mar-51,1029146,Y,SC 000022:12,E
Mar-53,1029018,Y,SC 000020:7,E
Mar-54,1029080,Y,SC 000021:25,E
Mar-55,1029068,Y,SC 000021:13,E
6-Mar,1029067,Y,SC 000021:12,E
Mar-64,1029107,Y,SC 000021:52,E
Mar-65,1028977,Y,SC 000019:11,E
Mar-76,1029072,Y,SC 000021:17,E
Mar-77,1029079,Y,SC 000021:24,E
Mar-78,1029108,Y,SC 000021:53,E
8-Mar,1029071,Y,SC 000021:16,E
Mar-83,1029081,Y,SC 000021:26,E
Mar-84,1029110,Y,SC 000021:55,E
Mar-85,1029086,Y,SC 000021:31,E
Mar-86,1029076,Y,SC 000021:21,E
Mar-89,1029069,Y,SC 000021:14,E
Mar-90,1029082,Y,SC 000021:27,E
34-31-811,1077923,Y,SC 000034:31,C
34-31-813,1076216,Y,SC 000034:31,C
34-31-817,1076217,Y,SC 000034:31,C
34-31-825,1076218,Y,SC 000034:31,C
34-31-829,1076219,Y,SC 000034:31,C
34-31-833,1076220,Y,SC 000034:31,C
34-32,1029746,Y,SC 000034:32,C
1-Apr,1027955,Y,SC 000001:9,E
10-Apr,1028000,Y,SC 000001:54,E
4-101,1028759,Y,SC 000014:40,E
4-103,1028802,Y,SC 000015:33,E
4-105,1028903,Y,SC 000017:43,E
4-107,1028852,Y,SC 000016:36,E
4-108,1028792,Y,SC 000015:23,E
4-109,1028874,Y,SC 000017:14,E
11-Apr,1028254,Y,SC 000005:55,E
4-111,1028866,Y,SC 000017:6,E
4-113,1028985,Y,SC 000019:19,E
4-114,1029115,Y,SC 000021:60,E
4-115,1029064,Y,SC 000021:9,E
4-116,1029066,Y,SC 000021:11,E
4-118,1029087,Y,SC 000021:32,E
4-120,1029090,Y,SC 000021:35,E
4-122,1028975,Y,SC 000019:9,E
4-123,1029102,Y,SC 000021:47,E
4-124,1029052,Y,SC 000020:41,E
4-125,1028015,Y,SC 000001:69,E
4-126,1028967,Y,SC 000019:1,E
4-127,1029060,Y,SC 000021:5,E
4-128,1029051,Y,SC 000020:40,E
4-129,1029103,Y,SC 000021:48,E
13-Apr,1027999,Y,SC 000001:53,E
13-Apr,1028709,Y,SC 000013:34,E
4-130,1028709,Y,SC 000013:34,E
4-130,1029063,Y,SC 000021:8,E
14-Apr,1028143,Y,SC 000003:56,E
16-Apr,1028139,Y,SC 000003:52,E
17-Apr,1028081,Y,SC 000002:64,E
2-Apr,1027947,Y,SC 000001:1,E
20-Apr,1028168,Y,SC 000004:23,E
21-Apr,1028098,Y,SC 000003:11,E
22-Apr,1028063,Y,SC 000002:46,E
24-Apr,1028013,Y,SC 000001:67,E
24-Apr,1028101,Y,SC 000003:14,E
24-Apr,1028128,Y,SC 000003:41,E
26-Apr,1028025,Y,SC 000002:8,E
3-Apr,1027947,Y,SC 000001:1,E
Apr-34,1028718,Y,SC 000013:43,E
Apr-39,1028278,Y,SC 000006:24,E
4-Apr,1028198,Y,SC 000004:53,E
Apr-40,1028343,Y,SC 000007:34,E
Apr-41,1028278,Y,SC 000006:24,E
Apr-42,1028313,Y,SC 000007:4,E
Apr-44,1028303,Y,SC 000006:49,E
Apr-45,1028292,Y,SC 000006:38,E
Apr-46,1028345,Y,SC 000007:36,E
Apr-47,1028280,Y,SC 000006:26,E
Apr-48,1028344,Y,SC 000007:35,E
5-Apr,1028167,Y,SC 000004:22,E
Apr-50,1028453,Y,SC 000009:25,E
Apr-51,1028367,Y,SC 000008:3,E
Apr-52,1028290,Y,SC 000006:36,E
Apr-52,1028293,Y,SC 000006:39,E
Apr-53,1028299,Y,SC 000006:45,E
Apr-53,1028311,Y,SC 000007:2,E
Apr-54,1027987,Y,SC 000001:41,E
Apr-55,1028452,Y,SC 000009:24,E
Apr-57,1027993,Y,SC 000001:47,E
Apr-58,1028183,Y,SC 000004:38,E
Apr-59,1028489,Y,SC 000009:61,E
Apr-60,1028324,Y,SC 000007:15,E
Apr-61,1028061,Y,SC 000002:44,E
Apr-62,1028067,Y,SC 000002:50,E
Apr-63,1028255,Y,SC 000006:1,E
Apr-64,1028713,Y,SC 000013:38,E
Apr-66,1028512,Y,SC 000010:19,E
Apr-68,1028340,Y,SC 000007:31,E
Apr-69,1028269,Y,SC 000006:15,E
Apr-70,1028462,Y,SC 000009:34,E
Apr-71,1028463,Y,SC 000009:35,E
Apr-72,1028037,Y,SC 000002:20,E
Apr-73,1028590,Y,SC 000011:34,E
Apr-75,1028287,Y,SC 000006:33,E
Apr-77,1028278,Y,SC 000006:24,E
8-Apr,1027998,Y,SC 000001:52,E
Apr-81,1028710,Y,SC 000013:35,E
Apr-81,1028972,Y,SC 000019:6,E
Apr-82,1028987,Y,SC 000019:21,E
Apr-84,1029005,Y,SC 000019:39,E
Apr-85,1029022,Y,SC 000020:11,E
Apr-86,1029018,Y,SC 000020:7,E
Apr-88,1029028,Y,SC 000020:17,E
Apr-89,1029027,Y,SC 000020:16,E
9-Apr,1027962,Y,SC 000001:16,E
Apr-91,1029050,Y,SC 000020:39,E
Apr-92,1029048,Y,SC 000020:37,E
Apr-94,1029130,Y,SC 000021:75,E
Apr-97,1029055,Y,SC 000020:44,E
Apr-99,1028876,Y,SC 000017:16,E
40-1,1078127,Y,SC 000040:1,C
40-1-A,1076221,Y,SC 000040:1,C
43-1-255,1077924,Y,SC 000043:1,C
43-1-269,1076222,Y,SC 000043:1,C
43-2-119,1077925,Y,SC 000043:2,C
43-2-121,1076223,Y,SC 000043:2,C
43-2-125,1076224,Y,SC 000043:2,C
43-2-127,1076225,Y,SC 000043:2,C
43-2-129,1076226,Y,SC 000043:2,C
43-2-130,1076227,Y,SC 000043:2,C
43-2-132,1076228,Y,SC 000043:2,C
43-2-136,1076229,Y,SC 000043:2,C
43-2-138,1076230,Y,SC 000043:2,C
43-3-273,1030309,Y,SC 000043:3,C
43-4-283,1030310,Y,SC 000043:4,C
43-5-164,1077926,Y,SC 000043:5,C
43-5-166,1076231,Y,SC 000043:5,C
43-5-168,1076232,Y,SC 000043:5,C
43-5-169,1076233,Y,SC 000043:5,C
43-5-170,1076492,Y,SC 000043:5,C
1-May,1027948,Y,SC 000001:2,E
10-May,1027994,Y,SC 000001:48,E
10-May,1028971,Y,SC 000019:5,E
5-100,1028971,Y,SC 000019:5,E
5-101,1028969,Y,SC 000019:3,E
5-103,1028982,Y,SC 000019:16,E
5-104,1028983,Y,SC 000019:17,E
5-105,1029044,Y,SC 000020:33,E
5-107,1028993,Y,SC 000019:27,E
5-109,1028981,Y,SC 000019:15,E
11-May,1028066,Y,SC 000002:49,E
5-110,1029007,Y,SC 000019:41,E
5-111,1028884,Y,SC 000017:24,E
5-112,1029024,Y,SC 000020:13,E
5-113,1029017,Y,SC 000020:6,E
5-115,1029011,Y,SC 000019:45,E
5-117,1029015,Y,SC 000020:4,E
5-118,1029006,Y,SC 000019:40,E
5-119,1029014,Y,SC 000020:3,E
12-May,1027995,Y,SC 000001:49,E
5-121,1029013,Y,SC 000020:2,E
5-123,1029010,Y,SC 000019:44,E
5-125,1029019,Y,SC 000020:8,E
5-127,1029030,Y,SC 000020:19,E
5-129,1029021,Y,SC 000020:10,E
5-131,1029025,Y,SC 000020:14,E
5-132,1029045,Y,SC 000020:34,E
5-133,1029026,Y,SC 000020:15,E
5-135,1029029,Y,SC 000020:18,E
5-137,1029047,Y,SC 000020:36,E
5-139,1028997,Y,SC 000019:31,E
5-141,1029038,Y,SC 000020:27,E
5-143,1029020,Y,SC 000020:9,E
5-144,1029034,Y,SC 000020:23,E
5-145,1029033,Y,SC 000020:22,E
5-147,1028883,Y,SC 000017:23,E
19-May,1028075,Y,SC 000002:58,E
2-May,1027996,Y,SC 000001:50,E
20-May,1028026,Y,SC 000002:9,E
21-May,1028038,Y,SC 000002:21,E
22-May,1027984,Y,SC 000001:38,E
22-May,1028718,Y,SC 000013:43,E
23-May,1027959,Y,SC 000001:13,E
23-May,1028002,Y,SC 000001:56,E
23-May,1028202,Y,SC 000005:3,E
25-May,1027975,Y,SC 000001:29,E
25-May,1027980,Y,SC 000001:34,E
26-May,1027955,Y,SC 000001:9,E
27-May,1028195,Y,SC 000004:50,E
27-May,1028207,Y,SC 000005:8,E
29-May,1027965,Y,SC 000001:19,E
29-May,1027979,Y,SC 000001:33,E
29-May,1028140,Y,SC 000003:53,E
30-May,1027976,Y,SC 000001:30,E
30-May,1028044,Y,SC 000002:27,E
31-May,1028044,Y,SC 000002:27,E
31-May,1028213,Y,SC 000005:14,E
31-May,1028718,Y,SC 000013:43,E
May-32,1028112,Y,SC 000003:25,E
May-33,1028130,Y,SC 000003:43,E
May-33,1028206,Y,SC 000005:7,E
May-34,1028212,Y,SC 000005:13,E
May-34,1028220,Y,SC 000005:21,E
May-35,1027971,Y,SC 000001:25,E
May-36,1027972,Y,SC 000001:26,E
May-36,1028204,Y,SC 000005:5,E
May-37,1027958,Y,SC 000001:12,E
May-37,1027988,Y,SC 000001:42,E
May-41,1027992,Y,SC 000001:46,E
May-41,1028198,Y,SC 000004:53,E
May-42,1027948,Y,SC 000001:2,E
May-42,1028069,Y,SC 000002:52,E
May-43,1028254,Y,SC 000005:55,E
May-44,1028029,Y,SC 000002:12,E
May-44,1028111,Y,SC 000003:24,E
May-44,1028714,Y,SC 000013:39,E
May-44,1028715,Y,SC 000013:40,E
May-45,1027983,Y,SC 000001:37,E
May-45,1028047,Y,SC 000002:30,E
May-45,1028055,Y,SC 000002:38,E
May-49,1028075,Y,SC 000002:58,E
May-49,1028093,Y,SC 000003:6,E
May-50,1028170,Y,SC 000004:25,E
May-51,1027988,Y,SC 000001:42,E
May-51,1028231,Y,SC 000005:32,E
May-51,1028236,Y,SC 000005:37,E
May-52,1028059,Y,SC 000002:42,E
May-52,1028079,Y,SC 000002:62,E
May-52,1028080,Y,SC 000002:63,E
May-53,1028152,Y,SC 000004:7,E
May-53,1028234,Y,SC 000005:35,E
May-54,1028120,Y,SC 000003:33,E
May-54,1028232,Y,SC 000005:33,E
May-55,1028048,Y,SC 000002:31,E
May-55,1028049,Y,SC 000002:32,E
May-55,1028192,Y,SC 000004:47,E
May-55,1029140,Y,SC 000022:6,E
May-56,1028089,Y,SC 000003:2,E
May-56,1028145,Y,SC 000003:58,E
May-57,1028051,Y,SC 000002:34,E
May-57,1028057,Y,SC 000002:40,E
May-57,1028096,Y,SC 000003:9,E
May-58,1027954,Y,SC 000001:8,E
May-58,1028074,Y,SC 000002:57,E
May-59,1028031,Y,SC 000002:14,E
May-59,1028186,Y,SC 000004:41,E
May-60,1028056,Y,SC 000002:39,E
May-60,1028065,Y,SC 000002:48,E
May-60,1028119,Y,SC 000003:32,E
May-61,1028053,Y,SC 000002:36,E
May-61,1028091,Y,SC 000003:4,E
May-62,1028042,Y,SC 000002:25,E
May-62,1028237,Y,SC 000005:38,E
May-63,1028058,Y,SC 000002:41,E
May-63,1028142,Y,SC 000003:55,E
May-64,1028030,Y,SC 000002:13,E
May-64,1028178,Y,SC 000004:33,E
May-65,1028030,Y,SC 000002:13,E
May-65,1028050,Y,SC 000002:33,E
May-66,1028980,Y,SC 000019:14,E
7-May,1028032,Y,SC 000002:15,E
May-75,1028719,Y,SC 000013:44,E
May-76,1028692,Y,SC 000013:17,E
May-77,1028215,Y,SC 000005:16,E
May-99,1028973,Y,SC 000019:7,E
10-Jun,1028722,Y,SC 000014:3,E
6-108,1028796,Y,SC 000015:27,E
6-108,1028903,Y,SC 000017:43,E
11-Jun,1028721,Y,SC 000014:2,E
6-115,1028735,Y,SC 000014:16,E
6-115,1028774,Y,SC 000015:5,E
6-117,1028902,Y,SC 000017:42,E
6-119,1028814,Y,SC 000015:45,E
6-121,1028747,Y,SC 000014:28,E
6-123,1028834,Y,SC 000016:18,E
6-125,1028802,Y,SC 000015:33,E
6-129,1028734,Y,SC 000014:15,E
13-Jun,1028763,Y,SC 000014:44,E
6-131,1028724,Y,SC 000014:5,E
6-131,1028810,Y,SC 000015:41,E
6-133,1028845,Y,SC 000016:29,E
6-133,1028850,Y,SC 000016:34,E
6-133,1028890,Y,SC 000017:30,E
6-135,1028802,Y,SC 000015:33,E
6-137,1028784,Y,SC 000015:15,E
6-137,1028808,Y,SC 000015:39,E
6-137,1028836,Y,SC 000016:20,E
6-139,1028802,Y,SC 000015:33,E
14-Jun,1028755,Y,SC 000014:36,E
6-141,1028785,Y,SC 000015:16,E
6-143,1028898,Y,SC 000017:38,E
6-145,1028903,Y,SC 000017:43,E
6-147,1028878,Y,SC 000017:18,E
15-Jun,1028754,Y,SC 000014:35,E
6-151,1028894,Y,SC 000017:34,E
6-153,1028839,Y,SC 000016:23,E
6-153,1028846,Y,SC 000016:30,E
6-155,1028820,Y,SC 000016:4,E
6-155,1028837,Y,SC 000016:21,E
6-155,1028888,Y,SC 000017:28,E
6-159,1028877,Y,SC 000017:17,E
16-Jun,1028744,Y,SC 000014:25,E
6-161,1028790,Y,SC 000015:21,E
6-161,1028864,Y,SC 000017:4,E
6-164.5,1028632,y,SC 000012:14,E
6-165,1028782,Y,SC 000015:13,E
6-165,1028879,Y,SC 000017:19,E
6-165,1028882,Y,SC 000017:22,E
6-167,1028857,Y,SC 000016:41,E
6-169,1028802,Y,SC 000015:33,E
6-169,1028822,Y,SC 000016:6,E
17-Jun,1028759,Y,SC 000014:40,E
17-Jun,1028783,Y,SC 000015:14,E
6-171,1028759,Y,SC 000014:40,E
6-179,1028740,Y,SC 000014:21,E
18-Jun,1028751,Y,SC 000014:32,E
6-181,1028219,Y,SC 000005:20,E
6-183,1028737,Y,SC 000014:18,E
6-186,1028570,Y,SC 000011:14,E
19-Jun,1028752,Y,SC 000014:33,E
6-190,1028487,Y,SC 000009:59,E
6-199,1028749,Y,SC 000014:30,E
20-Jun,1028753,Y,SC 000014:34,E
6-201,1028748,Y,SC 000014:29,E
6-210,1028769,Y,SC  000014:50,E
6-213,1028771,Y,SC 000015:2,E
6-216,1028863,Y,SC 000017:3,E
6-217,1028825,Y,SC 000016:9,E
6-218,1028791,Y,SC 000015:22,E
22-Jun,1028799,Y,SC 000015:30,E
6-220,1028793,Y,SC 000015:24,E
6-220,1028867,Y,SC 000017:7,E
6-221,1028750,Y,SC 000014:31,E
6-223,1028772,Y,SC 000015:3,E
6-224,1028897,Y,SC 000017:37,E
6-227,1028902,y,SC 000017:42,E
6-228,1028902,Y,SC 000017:42,E
6-229,1028773,Y,SC 000015:4,E
23-Jun,1028737,Y,SC 000014:18,E
23-Jun,1028885,Y,SC 000017:25,E
23-Jun,1028892,Y,SC 000017:32,E
6-230,1028737,Y,SC 000014:18,E
6-251,1028749,Y,SC 000014:30,E
6-252,1028748,Y,SC 000014:29,E
6-255,1028745,Y,SC 000014:26,E
6-257,1028801,Y,SC 000015:32,E
6-259,1028739,Y,SC 000014:20,E
6-261,1028736,Y,SC 000014:17,E
6-261,1028742,Y,SC 000014:23,E
6-262,1028728,Y,SC 000014:9,E
6-263,1028731,Y,SC 000014:12,E
6-264,1028813,Y,SC 000015:44,E
6-265,1028775,Y,SC 000015:6,E
6-267,1028819,Y,SC 000016:3,E
27-Jun,1028853,Y,SC 000016:37,E
6-271,1028749,Y,SC 000014:30,E
6-301,1028729,Y,SC 000014:10,E
6-302,1028767,Y,SC 000014:48,E
6-303,1028815,Y,SC 000015:46,E
6-304,1028815,Y,SC 000015:46,E
6-305,1028835,Y,SC 000016:19,E
6-306,1028246,Y,SC 000005:47,E
6-307,1028816,Y,SC 000015:47,E
6-308,1028730,Y,SC 000014:11,E
6-309,1028732,Y,SC 000014:13,E
6-310,1028851,Y,SC 000016:35,E
6-311,1028795,Y,SC 000015:26,E
6-313,1028171,Y,SC 000004:26,E
6-315,1028201,Y,SC 000005:2,E
6-316,1028900,Y,SC 000017:40,E
6-317,1028884,Y,SC 000017:24,E
6-319,1028768,Y,SC 000014:49,E
6-320,1028818,Y,SC 000016:2,E
6-320,1028862,Y,SC 000017:2,E
6-321,1028776,Y,SC 000015:7,E
6-323,1028855,Y,SC 000016:39,E
Jun-33,1028827,Y,SC 000016:11,E
6-333,1028858,Y,SC 000016:42,E
6-335,1028756,Y,SC 000014:37,E
6-337,1028896,Y,SC 000017:36,E
6-339,1028764,Y,SC 000014:45,E
6-341,1028821,Y,SC 000016:5,E
Jun-35,1028865,Y,SC 000017:5,E
Jun-35,1028893,Y,SC 000017:33,E
6-357,1028867,Y,SC 000017:7,E
6-361,1028881,Y,SC 000017:21,E
Jun-37,1028832,Y,SC 000016:16,E
Jun-37,1028840,Y,SC 000016:24,E
6-372,1028469,Y,SC 000009:41,E
6-372,1028490,Y,SC 000009:62,E
6-373,1028490,Y,SC 000009:62,E
6-374,1028533,Y,SC 000010:40,E
6-377,1028420,Y,SC 000008:56,E
6-383,1028469,Y,SC 000009:41,E
6-384,1028490,Y,SC 000009:62,E
6-389,1028990,Y,SC 000019:24,E
Jun-39,1028833,Y,SC 000016:17,E
6-390,1028416,Y,SC 000008:52,E
6-392,1028417,Y,SC 000008:53,E
6-393,1028418,Y,SC 000008:54,E
6-396,1028419,Y,SC 000008:55,E
6-406,1028478,Y,SC 000009:50,E
6-407,1028576,Y,SC 000011:20,E
6-408,1028447,Y,SC 000009:19,E
6-409,1028597,Y,SC 000011:41,E
6-410,1028448,Y,SC 000009:20,E
6-411,1028567,Y,SC 000011:11,E
6-412,1028609,Y,SC 000011:53,E
6-413,1028422,Y,SC 000008:58,E
6-413,1028424,Y,SC 000008:60,E
6-414,1028470,Y,SC 000009:42,E
6-415,1028444,Y,SC 000009:16,E
6-416,1028450,Y,SC 000009:22,E
6-418,1028523,Y,SC 000010:30,E
6-420,1028557,Y,SC 000011:1,E
6-423,1028421,Y,SC 000008:57,E
6-423,1028446,Y,SC 000009:18,E
6-426,1028607,Y,SC 000011:51,E
6-427,1028531,Y,SC 000010:38,E
6-427,1028585,Y,SC 000011:29,E
6-428,1029094,Y,SC 000021:39,E
6-429,1028449,Y,SC 000009:21,E
6-430,1028582,Y,SC 000011:26,E
6-431,1028308,Y,SC 000006:54,E
6-438,1028477,Y,SC 000009:49,E
6-448,1028461,Y,SC 000009:33,E
6-452,1028584,Y,SC 000011:28,E
6-453,1028516,Y,SC 000010:23,E
6-455,1028583,Y,SC 000011:27,E
6-457,1028521,Y,SC 000010:28,E
6-469,1028580,Y,SC 000011:24,E
6-471,1028638,Y,SC 000012:20,E
6-483,1028553,Y,SC 000010:60,E
6-491,1028642,Y,SC 000012:24,E
6-495,1028532,Y,SC 000010:39,E
6-497,1028553,Y,SC 000010:60,E
6-501,1028867,Y,SC 000017:7,E
6-503,1028824,Y,SC 000016:8,E
6-506,1028719,Y,SC 000013:44,E
6-508,1028905,Y,SC 000018:2,E
6-510,1028910,Y,SC 000018:7,E
6-512,1029146,Y,SC 000022:12,E
6-513,1028907,Y,SC 000018:4,E
6-514,1028920,Y,SC 000018:17,E
6-515,1028912,Y,SC 000018:9,E
6-516,1028911,Y,SC 000018:8,E
6-517,1028916,Y,SC 000018:13,E
6-518,1028913,Y,SC 000018:10,E
6-519,1028908,Y,SC 000018:5,E
6-520,1028909,Y,SC 000018:6,E
6-521,1028906,Y,SC 000018:3,E
6-524,1028917,Y,SC 000018:14,E
6-525,1028918,Y,SC 000018:15,E
6-526,1028919,Y,SC 000018:16,E
6-527,1028914,Y,SC 000018:11,E
6-528,1028917,Y,SC 000018:14,E
6-529,1028932,Y,SC 000018:29,E
6-533,1028907,Y,SC 000018:4,E
6-534,1028920,Y,SC 000018:17,E
6-536,1028925,Y,SC 000018:22,E
6-538,1028930,Y,SC 000018:27,E
6-540,1028931,Y,SC 000018:28,E
6-541,1028949,Y,SC 000018:46,E
6-542,1028922,Y,SC 000018:19,E
6-544,1028948,Y,SC 000018:45,E
6-551,1028915,Y,SC 000018:12,E
6-556,1028921,Y,SC 000018:18,E
6-569,1029097,Y,SC 000021:42,E
Jun-79,1028170,Y,SC 000004:25,E
1-Jul,1028273,Y,SC 000006:19,E
10-Jul,1028318,Y,SC 000007:9,E
10-Jul,1028770,Y,SC 000015:1,E
7-100,1028757,Y,SC 000014:38,E
7-101,1028743,Y,SC 000014:24,E
7-102,1028760,Y,SC 000014:41,E
7-102.5,1028720,Y,SC 000014:1,E
7-103,1028761,Y,SC 000014:42,E
7-103.5,1028886,Y,SC 000017:26,E
7-105,1028770,Y,SC 000015:1,E
7-106,1028797,Y,SC 000015:28,E
7-107,1028780,Y,SC 000015:11,E
7-108,1028779,Y,SC 000015:10,E
7-109,1028809,Y,SC 000015:40,E
11-Jul,1028352,Y,SC 000007:43,E
7-110,1028746,Y,SC 000014:27,E
7-111,1028762,Y,SC 000014:43,E
7-112,1028794,Y,SC 000015:25,E
7-113,1028843,Y,SC 000016:27,E
7-114,1028798,Y,SC 000015:29,E
7-115,1028264,Y,SC 000006:10,E
7-116,1028680,Y,SC 000013:5,E
12-Jul,1028298,Y,SC 000006:44,E
7-120,1029137,Y,SC 000022:3,E
7-122,1029137,Y,SC 000022:3,E
7-124,1029100,Y,SC 000021:45,E
13-Jul,1028301,Y,SC 000006:47,E
13-Jul,1029116,Y,SC 000021:61,E
7-134,1028678,Y,SC 000013:3,E
7-136,1029137,Y,SC 000022:3,E
7-138,1029116,Y,SC 000021:61,E
14-Jul,1028307,Y,SC 000006:53,E
14-Jul,1029117,Y,SC 000021:62,E
7-140,1029117,Y,SC 000021:62,E
7-142,1028494,Y,SC 000010:1,E
7-143,1028495,Y,SC 000010:2,E
7-145,1028496,Y,SC 000010:3,E
7-147,1028530,Y,SC 000010:37,E
7-149,1028501,Y,SC 000010:8,E
7-149,1028615,Y,SC 000011:59,E
15-Jul,1028332,Y,SC 000007:23,E
7-150,1028684,Y,SC 000013:9,E
7-151,1028498,Y,SC 000010:5,E
7-152,1028476,Y,SC 000009:48,E
7-153,1028499,Y,SC 000010:6,E
7-153,1028500,Y,SC 000010:7,E
7-155,1028488,Y,SC 000009:60,E
7-155,1028527,Y,SC 000010:34,E
7-157,1028322,Y,SC 000007:13,E
7-157,1028673,Y,SC 000012:55,E
7-159,1028354,Y,SC 000007:45,E
16-Jul,1028319,Y,SC 000007:10,E
7-161,1028954,Y,SC 000018:51,E
7-163,1029078,Y,SC 000021:23,E
7-163,1029137,Y,SC 000022:3,E
7-165,1029137,Y,SC 000022:3,E
7-167,1028503,Y,SC 000010:10,E
7-169,1028502,Y,SC 000010:9,E
7-169,1028504,Y,SC 000010:11,E
17-Jul,1028342,Y,SC 000007:33,E
7-171,1028628,Y,SC 000012:10,E
7-173,1028551,Y,SC 000010:58,E
7-175,1028995,Y,SC 000019:29,E
7-178,1028552,Y,SC 000010:59,E
18-Jul,1028333,Y,SC 000007:24,E
7-180,1028550,Y,SC 000010:57,E
7-182,1028554,Y,SC 000010:61,E
7-184,1028944,Y,SC 000018:41,E
7-188,1028616,Y,SC 000011:60,E
7-188,1029119,Y,SC 000021:64,E
19-Jul,1028334,Y,SC 000007:25,E
7-190,1028617,Y,SC 000011:61,E
7-193,1028664,Y,SC 000012:46,E
7-194,1028671,Y,SC 000012:53,E
7-195,1028664,Y,SC 000012:46,E
7-195,1028671,Y,SC 000012:53,E
